"ID";"Geslacht";"Migratieachtergrond";"Postcode";"Perioden";"Bevolking_1"
"22989";"T001038";"T001040";"PC3373  ";"2019JJ00";"    1105"
"23011";"T001038";"T001040";"PC3381  ";"2019JJ00";"    4795"
"23033";"T001038";"T001040";"PC3401  ";"2019JJ00";"   12330"
"23055";"T001038";"T001040";"PC3402  ";"2019JJ00";"    9590"
"23077";"T001038";"T001040";"PC3403  ";"2019JJ00";"    2080"
"23099";"T001038";"T001040";"PC3404  ";"2019JJ00";"   10155"
"23121";"T001038";"T001040";"PC3405  ";"2019JJ00";"    3670"
"23143";"T001038";"T001040";"PC3411  ";"2019JJ00";"    8065"
"23165";"T001038";"T001040";"PC3412  ";"2019JJ00";"    1185"
"23187";"T001038";"T001040";"PC3413  ";"2019JJ00";"     300"
"23209";"T001038";"T001040";"PC3415  ";"2019JJ00";"    1255"
"23231";"T001038";"T001040";"PC3417  ";"2019JJ00";"   10020"
"23253";"T001038";"T001040";"PC3421  ";"2019JJ00";"    8300"
"23275";"T001038";"T001040";"PC3425  ";"2019JJ00";"     800"
"23297";"T001038";"T001040";"PC3431  ";"2019JJ00";"    7880"
"23319";"T001038";"T001040";"PC3432  ";"2019JJ00";"    6485"
"23341";"T001038";"T001040";"PC3433  ";"2019JJ00";"    3510"
"23363";"T001038";"T001040";"PC3434  ";"2019JJ00";"    8550"
"23385";"T001038";"T001040";"PC3435  ";"2019JJ00";"    6015"
"23407";"T001038";"T001040";"PC3436  ";"2019JJ00";"    6395"
"23429";"T001038";"T001040";"PC3437  ";"2019JJ00";"   13480"
"23451";"T001038";"T001040";"PC3438  ";"2019JJ00";"   10015"
"23473";"T001038";"T001040";"PC3439  ";"2019JJ00";"     705"
"23495";"T001038";"T001040";"PC3441  ";"2019JJ00";"    2550"
"23517";"T001038";"T001040";"PC3442  ";"2019JJ00";"    4280"
"23539";"T001038";"T001040";"PC3443  ";"2019JJ00";"    7285"
"23561";"T001038";"T001040";"PC3444  ";"2019JJ00";"     260"
"23583";"T001038";"T001040";"PC3445  ";"2019JJ00";"    4315"
"23605";"T001038";"T001040";"PC3446  ";"2019JJ00";"    9230"
"23627";"T001038";"T001040";"PC3447  ";"2019JJ00";"      55"
"23649";"T001038";"T001040";"PC3448  ";"2019JJ00";"    9190"
"23671";"T001038";"T001040";"PC3449  ";"2019JJ00";"     680"
"23693";"T001038";"T001040";"PC3451  ";"2019JJ00";"   11360"
"23715";"T001038";"T001040";"PC3452  ";"2019JJ00";"   15065"
"23737";"T001038";"T001040";"PC3453  ";"2019JJ00";"    9300"
"23759";"T001038";"T001040";"PC3454  ";"2019JJ00";"   12425"
"23781";"T001038";"T001040";"PC3455  ";"2019JJ00";"     430"
"23803";"T001038";"T001040";"PC3461  ";"2019JJ00";"    3975"
"23825";"T001038";"T001040";"PC3464  ";"2019JJ00";"     385"
"23847";"T001038";"T001040";"PC3465  ";"2019JJ00";"    1910"
"23869";"T001038";"T001040";"PC3466  ";"2019JJ00";"    1710"
"23891";"T001038";"T001040";"PC3467  ";"2019JJ00";"     720"
"23913";"T001038";"T001040";"PC3471  ";"2019JJ00";"    3880"
"23935";"T001038";"T001040";"PC3474  ";"2019JJ00";"    2295"
"23957";"T001038";"T001040";"PC3481  ";"2019JJ00";"    8170"
"23979";"T001038";"T001040";"PC3511  ";"2019JJ00";"    9095"
"24001";"T001038";"T001040";"PC3512  ";"2019JJ00";"    8520"
"24023";"T001038";"T001040";"PC3513  ";"2019JJ00";"    6725"
"24045";"T001038";"T001040";"PC3514  ";"2019JJ00";"    7695"
"24067";"T001038";"T001040";"PC3515  ";"2019JJ00";"    5810"
"24089";"T001038";"T001040";"PC3521  ";"2019JJ00";"    6480"
"24111";"T001038";"T001040";"PC3522  ";"2019JJ00";"    9105"
"24133";"T001038";"T001040";"PC3523  ";"2019JJ00";"   10220"
"24155";"T001038";"T001040";"PC3524  ";"2019JJ00";"   11545"
"24177";"T001038";"T001040";"PC3525  ";"2019JJ00";"    6005"
"24199";"T001038";"T001040";"PC3526  ";"2019JJ00";"   12440"
"24221";"T001038";"T001040";"PC3527  ";"2019JJ00";"   11425"
"24243";"T001038";"T001040";"PC3528  ";"2019JJ00";"      10"
"24265";"T001038";"T001040";"PC3531  ";"2019JJ00";"   11705"
"24287";"T001038";"T001040";"PC3532  ";"2019JJ00";"    7200"
"24309";"T001038";"T001040";"PC3533  ";"2019JJ00";"    9050"
"24331";"T001038";"T001040";"PC3534  ";"2019JJ00";"    1310"
"24353";"T001038";"T001040";"PC3541  ";"2019JJ00";"    5840"
"24375";"T001038";"T001040";"PC3542  ";"2019JJ00";"     150"
"24397";"T001038";"T001040";"PC3543  ";"2019JJ00";"   10785"
"24419";"T001038";"T001040";"PC3544  ";"2019JJ00";"   22040"
"24441";"T001038";"T001040";"PC3545  ";"2019JJ00";"     185"
"24463";"T001038";"T001040";"PC3546  ";"2019JJ00";"     200"
"24485";"T001038";"T001040";"PC3551  ";"2019JJ00";"    6950"
"24507";"T001038";"T001040";"PC3552  ";"2019JJ00";"    7570"
"24529";"T001038";"T001040";"PC3553  ";"2019JJ00";"    7220"
"24551";"T001038";"T001040";"PC3554  ";"2019JJ00";"    7630"
"24573";"T001038";"T001040";"PC3555  ";"2019JJ00";"    8595"
"24595";"T001038";"T001040";"PC3561  ";"2019JJ00";"    8935"
"24617";"T001038";"T001040";"PC3562  ";"2019JJ00";"    7105"
"24639";"T001038";"T001040";"PC3563  ";"2019JJ00";"    7715"
"24661";"T001038";"T001040";"PC3564  ";"2019JJ00";"   10095"
"24683";"T001038";"T001040";"PC3565  ";"2019JJ00";"      50"
"24705";"T001038";"T001040";"PC3566  ";"2019JJ00";"     325"
"24727";"T001038";"T001040";"PC3571  ";"2019JJ00";"    9985"
"24749";"T001038";"T001040";"PC3572  ";"2019JJ00";"   11655"
"24771";"T001038";"T001040";"PC3573  ";"2019JJ00";"    4510"
"24793";"T001038";"T001040";"PC3581  ";"2019JJ00";"    9820"
"24815";"T001038";"T001040";"PC3582  ";"2019JJ00";"    8815"
"24837";"T001038";"T001040";"PC3583  ";"2019JJ00";"    6085"
"24859";"T001038";"T001040";"PC3584  ";"2019JJ00";"    7165"
"24881";"T001038";"T001040";"PC3585  ";"2019JJ00";"     195"
"24903";"T001038";"T001040";"PC3601  ";"2019JJ00";"    7030"
"24925";"T001038";"T001040";"PC3602  ";"2019JJ00";"    3570"
"24947";"T001038";"T001040";"PC3603  ";"2019JJ00";"    2505"
"24969";"T001038";"T001040";"PC3604  ";"2019JJ00";"    2555"
"24991";"T001038";"T001040";"PC3605  ";"2019JJ00";"    5775"
"25013";"T001038";"T001040";"PC3606  ";"2019JJ00";"      80"
"25035";"T001038";"T001040";"PC3607  ";"2019JJ00";"   13660"
"25057";"T001038";"T001040";"PC3608  ";"2019JJ00";"    3325"
"25079";"T001038";"T001040";"PC3611  ";"2019JJ00";"     615"
"25101";"T001038";"T001040";"PC3612  ";"2019JJ00";"    1735"
"25123";"T001038";"T001040";"PC3615  ";"2019JJ00";"    1155"
"25145";"T001038";"T001040";"PC3621  ";"2019JJ00";"   10690"
"25167";"T001038";"T001040";"PC3625  ";"2019JJ00";"     200"
"25189";"T001038";"T001040";"PC3626  ";"2019JJ00";"     720"
"25211";"T001038";"T001040";"PC3628  ";"2019JJ00";"    3295"
"25233";"T001038";"T001040";"PC3631  ";"2019JJ00";"     485"
"25255";"T001038";"T001040";"PC3632  ";"2019JJ00";"    4440"
"25277";"T001038";"T001040";"PC3633  ";"2019JJ00";"    1805"
"25299";"T001038";"T001040";"PC3634  ";"2019JJ00";"     480"
"25321";"T001038";"T001040";"PC3641  ";"2019JJ00";"   11310"
"25343";"T001038";"T001040";"PC3642  ";"2019JJ00";"    3190"
"25365";"T001038";"T001040";"PC3643  ";"2019JJ00";"    1505"
"25387";"T001038";"T001040";"PC3645  ";"2019JJ00";"    9190"
"25409";"T001038";"T001040";"PC3646  ";"2019JJ00";"     810"
"25431";"T001038";"T001040";"PC3648  ";"2019JJ00";"    6800"
"25453";"T001038";"T001040";"PC3651  ";"2019JJ00";"     145"
"25475";"T001038";"T001040";"PC3652  ";"2019JJ00";"     600"
"25497";"T001038";"T001040";"PC3653  ";"2019JJ00";"      40"
"25519";"T001038";"T001040";"PC3701  ";"2019JJ00";"    6280"
"25541";"T001038";"T001040";"PC3702  ";"2019JJ00";"    3925"
"25563";"T001038";"T001040";"PC3703  ";"2019JJ00";"    5940"
"25585";"T001038";"T001040";"PC3704  ";"2019JJ00";"    9325"
"25607";"T001038";"T001040";"PC3705  ";"2019JJ00";"    9650"
"25629";"T001038";"T001040";"PC3706  ";"2019JJ00";"    5455"
"25651";"T001038";"T001040";"PC3707  ";"2019JJ00";"    5780"
"25673";"T001038";"T001040";"PC3708  ";"2019JJ00";"    6705"
"25695";"T001038";"T001040";"PC3709  ";"2019JJ00";"     325"
"25717";"T001038";"T001040";"PC3711  ";"2019JJ00";"    1480"
"25739";"T001038";"T001040";"PC3712  ";"2019JJ00";"    2920"
"25761";"T001038";"T001040";"PC3721  ";"2019JJ00";"    8015"
"25783";"T001038";"T001040";"PC3722  ";"2019JJ00";"    4590"
"25805";"T001038";"T001040";"PC3723  ";"2019JJ00";"    9945"
"25827";"T001038";"T001040";"PC3731  ";"2019JJ00";"    6015"
"25849";"T001038";"T001040";"PC3732  ";"2019JJ00";"    4790"
"25871";"T001038";"T001040";"PC3734  ";"2019JJ00";"    4450"
"25893";"T001038";"T001040";"PC3735  ";"2019JJ00";"    1685"
"25915";"T001038";"T001040";"PC3737  ";"2019JJ00";"    1875"
"25937";"T001038";"T001040";"PC3738  ";"2019JJ00";"    4890"
"25959";"T001038";"T001040";"PC3739  ";"2019JJ00";"    1550"
"25981";"T001038";"T001040";"PC3741  ";"2019JJ00";"    9440"
"26003";"T001038";"T001040";"PC3742  ";"2019JJ00";"    9450"
"26025";"T001038";"T001040";"PC3743  ";"2019JJ00";"    4540"
"26047";"T001038";"T001040";"PC3744  ";"2019JJ00";"    1050"
"26069";"T001038";"T001040";"PC3749  ";"2019JJ00";"     285"
"26091";"T001038";"T001040";"PC3751  ";"2019JJ00";"    7950"
"26113";"T001038";"T001040";"PC3752  ";"2019JJ00";"   12785"
"26135";"T001038";"T001040";"PC3754  ";"2019JJ00";"     840"
"26157";"T001038";"T001040";"PC3755  ";"2019JJ00";"    9115"
"26179";"T001038";"T001040";"PC3761  ";"2019JJ00";"    4810"
"26201";"T001038";"T001040";"PC3762  ";"2019JJ00";"    8380"
"26223";"T001038";"T001040";"PC3763  ";"2019JJ00";"    2455"
"26245";"T001038";"T001040";"PC3764  ";"2019JJ00";"    5430"
"26267";"T001038";"T001040";"PC3765  ";"2019JJ00";"    5150"
"26289";"T001038";"T001040";"PC3766  ";"2019JJ00";"    7280"
"26311";"T001038";"T001040";"PC3768  ";"2019JJ00";"    6025"
"26333";"T001038";"T001040";"PC3769  ";"2019JJ00";"    6660"
"26355";"T001038";"T001040";"PC3771  ";"2019JJ00";"   11155"
"26377";"T001038";"T001040";"PC3772  ";"2019JJ00";"   19575"
"26399";"T001038";"T001040";"PC3773  ";"2019JJ00";"    3565"
"26421";"T001038";"T001040";"PC3774  ";"2019JJ00";"    5600"
"26443";"T001038";"T001040";"PC3775  ";"2019JJ00";"     265"
"26465";"T001038";"T001040";"PC3776  ";"2019JJ00";"    1595"
"26487";"T001038";"T001040";"PC3781  ";"2019JJ00";"   10465"
"26509";"T001038";"T001040";"PC3784  ";"2019JJ00";"    1495"
"26531";"T001038";"T001040";"PC3785  ";"2019JJ00";"    1395"
"26553";"T001038";"T001040";"PC3791  ";"2019JJ00";"    2450"
"26575";"T001038";"T001040";"PC3792  ";"2019JJ00";"     145"
"26597";"T001038";"T001040";"PC3794  ";"2019JJ00";"     600"
"26619";"T001038";"T001040";"PC3811  ";"2019JJ00";"    6805"
"26641";"T001038";"T001040";"PC3812  ";"2019JJ00";"   12090"
"26663";"T001038";"T001040";"PC3813  ";"2019JJ00";"   15190"
"26685";"T001038";"T001040";"PC3814  ";"2019JJ00";"    6480"
"26707";"T001038";"T001040";"PC3815  ";"2019JJ00";"   10670"
"26729";"T001038";"T001040";"PC3816  ";"2019JJ00";"   11090"
"26751";"T001038";"T001040";"PC3817  ";"2019JJ00";"   12010"
"26773";"T001038";"T001040";"PC3818  ";"2019JJ00";"   10550"
"26795";"T001038";"T001040";"PC3819  ";"2019JJ00";"     545"
"26817";"T001038";"T001040";"PC3821  ";"2019JJ00";"     260"
"26839";"T001038";"T001040";"PC3822  ";"2019JJ00";"    8025"
"26861";"T001038";"T001040";"PC3823  ";"2019JJ00";"   11295"
"26883";"T001038";"T001040";"PC3824  ";"2019JJ00";"   14870"
"26905";"T001038";"T001040";"PC3825  ";"2019JJ00";"   14480"
"26927";"T001038";"T001040";"PC3826  ";"2019JJ00";"    6590"
"26949";"T001038";"T001040";"PC3828  ";"2019JJ00";"   10345"
"26971";"T001038";"T001040";"PC3829  ";"2019JJ00";"    4840"
"26993";"T001038";"T001040";"PC3831  ";"2019JJ00";"   13285"
"27015";"T001038";"T001040";"PC3832  ";"2019JJ00";"    5090"
"27037";"T001038";"T001040";"PC3833  ";"2019JJ00";"    6880"
"27059";"T001038";"T001040";"PC3834  ";"2019JJ00";"    1945"
"27081";"T001038";"T001040";"PC3835  ";"2019JJ00";"     380"
"27103";"T001038";"T001040";"PC3836  ";"2019JJ00";"     150"
"27125";"T001038";"T001040";"PC3841  ";"2019JJ00";"    5865"
"27147";"T001038";"T001040";"PC3842  ";"2019JJ00";"    6810"
"27169";"T001038";"T001040";"PC3843  ";"2019JJ00";"    6895"
"27191";"T001038";"T001040";"PC3844  ";"2019JJ00";"    9220"
"27213";"T001038";"T001040";"PC3845  ";"2019JJ00";"    9820"
"27235";"T001038";"T001040";"PC3846  ";"2019JJ00";"     815"
"27257";"T001038";"T001040";"PC3847  ";"2019JJ00";"     880"
"27279";"T001038";"T001040";"PC3848  ";"2019JJ00";"    4090"
"27301";"T001038";"T001040";"PC3849  ";"2019JJ00";"    3180"
"27323";"T001038";"T001040";"PC3851  ";"2019JJ00";"   11195"
"27345";"T001038";"T001040";"PC3852  ";"2019JJ00";"    5475"
"27367";"T001038";"T001040";"PC3853  ";"2019JJ00";"   10190"
"27389";"T001038";"T001040";"PC3861  ";"2019JJ00";"    8765"
"27411";"T001038";"T001040";"PC3862  ";"2019JJ00";"   12890"
"27433";"T001038";"T001040";"PC3863  ";"2019JJ00";"    7825"
"27455";"T001038";"T001040";"PC3864  ";"2019JJ00";"    3805"
"27477";"T001038";"T001040";"PC3871  ";"2019JJ00";"    9655"
"27499";"T001038";"T001040";"PC3881  ";"2019JJ00";"   11040"
"27521";"T001038";"T001040";"PC3882  ";"2019JJ00";"   13155"
"27543";"T001038";"T001040";"PC3886  ";"2019JJ00";"    2120"
"27565";"T001038";"T001040";"PC3888  ";"2019JJ00";"    3275"
"27587";"T001038";"T001040";"PC3891  ";"2019JJ00";"    4885"
"27609";"T001038";"T001040";"PC3892  ";"2019JJ00";"    5385"
"27631";"T001038";"T001040";"PC3893  ";"2019JJ00";"    6305"
"27653";"T001038";"T001040";"PC3894  ";"2019JJ00";"    3680"
"27675";"T001038";"T001040";"PC3896  ";"2019JJ00";"     480"
"27697";"T001038";"T001040";"PC3897  ";"2019JJ00";"    1285"
"27719";"T001038";"T001040";"PC3898  ";"2019JJ00";"     205"
"27741";"T001038";"T001040";"PC3899  ";"2019JJ00";"      80"
"27763";"T001038";"T001040";"PC3901  ";"2019JJ00";"    9725"
"27785";"T001038";"T001040";"PC3902  ";"2019JJ00";"   10540"
"27807";"T001038";"T001040";"PC3903  ";"2019JJ00";"    7120"
"27829";"T001038";"T001040";"PC3904  ";"2019JJ00";"   13430"
"27851";"T001038";"T001040";"PC3905  ";"2019JJ00";"   14065"
"27873";"T001038";"T001040";"PC3906  ";"2019JJ00";"    7090"
"27895";"T001038";"T001040";"PC3907  ";"2019JJ00";"    3625"
"27917";"T001038";"T001040";"PC3911  ";"2019JJ00";"   14820"
"27939";"T001038";"T001040";"PC3912  ";"2019JJ00";"     610"
"27961";"T001038";"T001040";"PC3921  ";"2019JJ00";"    4205"
"27983";"T001038";"T001040";"PC3922  ";"2019JJ00";"     365"
"28005";"T001038";"T001040";"PC3925  ";"2019JJ00";"    9875"
"28027";"T001038";"T001040";"PC3927  ";"2019JJ00";"    5260"
"28049";"T001038";"T001040";"PC3931  ";"2019JJ00";"   13165"
"28071";"T001038";"T001040";"PC3941  ";"2019JJ00";"   10215"
"28093";"T001038";"T001040";"PC3945  ";"2019JJ00";"    3215"
"28115";"T001038";"T001040";"PC3947  ";"2019JJ00";"    2370"
"28137";"T001038";"T001040";"PC3951  ";"2019JJ00";"    4680"
"28159";"T001038";"T001040";"PC3953  ";"2019JJ00";"    1265"
"28181";"T001038";"T001040";"PC3956  ";"2019JJ00";"    7570"
"28203";"T001038";"T001040";"PC3958  ";"2019JJ00";"    5390"
"28225";"T001038";"T001040";"PC3959  ";"2019JJ00";"    1555"
"28247";"T001038";"T001040";"PC3961  ";"2019JJ00";"    9320"
"28269";"T001038";"T001040";"PC3962  ";"2019JJ00";"    8850"
"28291";"T001038";"T001040";"PC3971  ";"2019JJ00";"    8035"
"28313";"T001038";"T001040";"PC3972  ";"2019JJ00";"   10810"
"28335";"T001038";"T001040";"PC3981  ";"2019JJ00";"    6975"
"28357";"T001038";"T001040";"PC3984  ";"2019JJ00";"    5685"
"28379";"T001038";"T001040";"PC3985  ";"2019JJ00";"    2535"
"28401";"T001038";"T001040";"PC3989  ";"2019JJ00";"      10"
"28423";"T001038";"T001040";"PC3991  ";"2019JJ00";"   18245"
"28445";"T001038";"T001040";"PC3992  ";"2019JJ00";"    6000"
"28467";"T001038";"T001040";"PC3993  ";"2019JJ00";"    4975"
"28489";"T001038";"T001040";"PC3994  ";"2019JJ00";"   13685"
"28511";"T001038";"T001040";"PC3995  ";"2019JJ00";"    3700"
"28533";"T001038";"T001040";"PC3997  ";"2019JJ00";"     610"
"28555";"T001038";"T001040";"PC3998  ";"2019JJ00";"    2005"
"28577";"T001038";"T001040";"PC3999  ";"2019JJ00";"     690"
"28599";"T001038";"T001040";"PC4001  ";"2019JJ00";"   10690"
"28621";"T001038";"T001040";"PC4002  ";"2019JJ00";"    2260"
"28643";"T001038";"T001040";"PC4003  ";"2019JJ00";"    7985"
"28665";"T001038";"T001040";"PC4004  ";"2019JJ00";"      60"
"28687";"T001038";"T001040";"PC4005  ";"2019JJ00";"    5610"
"28709";"T001038";"T001040";"PC4006  ";"2019JJ00";"    3740"
"28731";"T001038";"T001040";"PC4007  ";"2019JJ00";"    9475"
"28753";"T001038";"T001040";"PC4011  ";"2019JJ00";"    1655"
"28775";"T001038";"T001040";"PC4012  ";"2019JJ00";"    1365"
"28797";"T001038";"T001040";"PC4013  ";"2019JJ00";"     730"
"28819";"T001038";"T001040";"PC4014  ";"2019JJ00";"    1125"
"28841";"T001038";"T001040";"PC4016  ";"2019JJ00";"     185"
"28863";"T001038";"T001040";"PC4017  ";"2019JJ00";"     145"
"28885";"T001038";"T001040";"PC4021  ";"2019JJ00";"    4365"
"28907";"T001038";"T001040";"PC4023  ";"2019JJ00";"     660"
"28929";"T001038";"T001040";"PC4024  ";"2019JJ00";"    1690"
"28951";"T001038";"T001040";"PC4031  ";"2019JJ00";"    2175"
"28973";"T001038";"T001040";"PC4032  ";"2019JJ00";"     730"
"28995";"T001038";"T001040";"PC4033  ";"2019JJ00";"    5775"
"29017";"T001038";"T001040";"PC4041  ";"2019JJ00";"    6080"
"29039";"T001038";"T001040";"PC4043  ";"2019JJ00";"    6300"
"29061";"T001038";"T001040";"PC4051  ";"2019JJ00";"    5005"
"29083";"T001038";"T001040";"PC4053  ";"2019JJ00";"    1170"
"29105";"T001038";"T001040";"PC4054  ";"2019JJ00";"    1040"
"29127";"T001038";"T001040";"PC4061  ";"2019JJ00";"    1655"
"29149";"T001038";"T001040";"PC4062  ";"2019JJ00";"     155"
"29171";"T001038";"T001040";"PC4063  ";"2019JJ00";"     435"
"29193";"T001038";"T001040";"PC4064  ";"2019JJ00";"    1050"
"29215";"T001038";"T001040";"PC4101  ";"2019JJ00";"    7470"
"29237";"T001038";"T001040";"PC4102  ";"2019JJ00";"    8000"
"29259";"T001038";"T001040";"PC4103  ";"2019JJ00";"    1465"
"29281";"T001038";"T001040";"PC4104  ";"2019JJ00";"      80"
"29303";"T001038";"T001040";"PC4105  ";"2019JJ00";"   10490"
"29325";"T001038";"T001040";"PC4106  ";"2019JJ00";"     575"
"29347";"T001038";"T001040";"PC4107  ";"2019JJ00";"     475"
"29369";"T001038";"T001040";"PC4111  ";"2019JJ00";"     655"
"29391";"T001038";"T001040";"PC4112  ";"2019JJ00";"    3220"
"29413";"T001038";"T001040";"PC4115  ";"2019JJ00";"     375"
"29435";"T001038";"T001040";"PC4116  ";"2019JJ00";"    2680"
"29457";"T001038";"T001040";"PC4117  ";"2019JJ00";"     495"
"29479";"T001038";"T001040";"PC4119  ";"2019JJ00";"     470"
"29501";"T001038";"T001040";"PC4121  ";"2019JJ00";"    1200"
"29523";"T001038";"T001040";"PC4122  ";"2019JJ00";"     845"
"29545";"T001038";"T001040";"PC4124  ";"2019JJ00";"    1445"
"29567";"T001038";"T001040";"PC4125  ";"2019JJ00";"     675"
"29589";"T001038";"T001040";"PC4126  ";"2019JJ00";"    1010"
"29611";"T001038";"T001040";"PC4128  ";"2019JJ00";"    2785"
"29633";"T001038";"T001040";"PC4131  ";"2019JJ00";"    4070"
"29655";"T001038";"T001040";"PC4132  ";"2019JJ00";"    4730"
"29677";"T001038";"T001040";"PC4133  ";"2019JJ00";"    7490"
"29699";"T001038";"T001040";"PC4141  ";"2019JJ00";"    5330"
"29721";"T001038";"T001040";"PC4142  ";"2019JJ00";"    6545"
"29743";"T001038";"T001040";"PC4143  ";"2019JJ00";"    6660"
"29765";"T001038";"T001040";"PC4145  ";"2019JJ00";"    1615"
"29787";"T001038";"T001040";"PC4147  ";"2019JJ00";"    3205"
"29809";"T001038";"T001040";"PC4151  ";"2019JJ00";"     550"
"29831";"T001038";"T001040";"PC4152  ";"2019JJ00";"     875"
"29853";"T001038";"T001040";"PC4153  ";"2019JJ00";"    3310"
"29875";"T001038";"T001040";"PC4155  ";"2019JJ00";"     335"
"29897";"T001038";"T001040";"PC4156  ";"2019JJ00";"     870"
"29919";"T001038";"T001040";"PC4157  ";"2019JJ00";"     560"
"29941";"T001038";"T001040";"PC4158  ";"2019JJ00";"    2095"
"29963";"T001038";"T001040";"PC4161  ";"2019JJ00";"    2395"
"29985";"T001038";"T001040";"PC4163  ";"2019JJ00";"     230"
"30007";"T001038";"T001040";"PC4171  ";"2019JJ00";"    2685"
"30029";"T001038";"T001040";"PC4174  ";"2019JJ00";"    1010"
"30051";"T001038";"T001040";"PC4175  ";"2019JJ00";"    2780"
"30073";"T001038";"T001040";"PC4176  ";"2019JJ00";"     975"
"30095";"T001038";"T001040";"PC4181  ";"2019JJ00";"    2350"
"30117";"T001038";"T001040";"PC4182  ";"2019JJ00";"     480"
"30139";"T001038";"T001040";"PC4184  ";"2019JJ00";"    1170"
"30161";"T001038";"T001040";"PC4185  ";"2019JJ00";"     570"
"30183";"T001038";"T001040";"PC4191  ";"2019JJ00";"   10855"
"30205";"T001038";"T001040";"PC4194  ";"2019JJ00";"    4400"
"30227";"T001038";"T001040";"PC4196  ";"2019JJ00";"    2095"
"30249";"T001038";"T001040";"PC4197  ";"2019JJ00";"    1075"
"30271";"T001038";"T001040";"PC4201  ";"2019JJ00";"    5675"
"30293";"T001038";"T001040";"PC4202  ";"2019JJ00";"      90"
"30315";"T001038";"T001040";"PC4203  ";"2019JJ00";"     160"
"30337";"T001038";"T001040";"PC4204  ";"2019JJ00";"    5295"
"30359";"T001038";"T001040";"PC4205  ";"2019JJ00";"    9620"
"30381";"T001038";"T001040";"PC4206  ";"2019JJ00";"    2860"
"30403";"T001038";"T001040";"PC4207  ";"2019JJ00";"   10300"
"30425";"T001038";"T001040";"PC4208  ";"2019JJ00";"    1795"
"30447";"T001038";"T001040";"PC4209  ";"2019JJ00";"    1290"
"30469";"T001038";"T001040";"PC4211  ";"2019JJ00";"     730"
"30491";"T001038";"T001040";"PC4212  ";"2019JJ00";"     130"
"30513";"T001038";"T001040";"PC4213  ";"2019JJ00";"     885"
"30535";"T001038";"T001040";"PC4214  ";"2019JJ00";"    2050"
"30557";"T001038";"T001040";"PC4221  ";"2019JJ00";"    1385"
"30579";"T001038";"T001040";"PC4223  ";"2019JJ00";"    1875"
"30601";"T001038";"T001040";"PC4225  ";"2019JJ00";"    1770"
"30623";"T001038";"T001040";"PC4231  ";"2019JJ00";"    3850"
"30645";"T001038";"T001040";"PC4233  ";"2019JJ00";"    2990"
"30667";"T001038";"T001040";"PC4235  ";"2019JJ00";"     790"
"30689";"T001038";"T001040";"PC4241  ";"2019JJ00";"    3420"
"30711";"T001038";"T001040";"PC4243  ";"2019JJ00";"    1015"
"30733";"T001038";"T001040";"PC4245  ";"2019JJ00";"    1590"
"30755";"T001038";"T001040";"PC4247  ";"2019JJ00";"     835"
"30777";"T001038";"T001040";"PC4251  ";"2019JJ00";"   11355"
"30799";"T001038";"T001040";"PC4254  ";"2019JJ00";"    5710"
"30821";"T001038";"T001040";"PC4255  ";"2019JJ00";"    3565"
"30843";"T001038";"T001040";"PC4261  ";"2019JJ00";"    6380"
"30865";"T001038";"T001040";"PC4264  ";"2019JJ00";"    2830"
"30887";"T001038";"T001040";"PC4265  ";"2019JJ00";"    1740"
"30909";"T001038";"T001040";"PC4266  ";"2019JJ00";"     805"
"30931";"T001038";"T001040";"PC4267  ";"2019JJ00";"     410"
"30953";"T001038";"T001040";"PC4268  ";"2019JJ00";"     710"
"30975";"T001038";"T001040";"PC4269  ";"2019JJ00";"     430"
"30997";"T001038";"T001040";"PC4271  ";"2019JJ00";"    2455"
"31019";"T001038";"T001040";"PC4273  ";"2019JJ00";"    4220"
"31041";"T001038";"T001040";"PC4281  ";"2019JJ00";"    2455"
"31063";"T001038";"T001040";"PC4283  ";"2019JJ00";"    1630"
"31085";"T001038";"T001040";"PC4284  ";"2019JJ00";"    1815"
"31107";"T001038";"T001040";"PC4285  ";"2019JJ00";"    4640"
"31129";"T001038";"T001040";"PC4286  ";"2019JJ00";"    3625"
"31151";"T001038";"T001040";"PC4287  ";"2019JJ00";"     270"
"31173";"T001038";"T001040";"PC4288  ";"2019JJ00";"     340"
"31195";"T001038";"T001040";"PC4301  ";"2019JJ00";"    9270"
"31217";"T001038";"T001040";"PC4302  ";"2019JJ00";"    1070"
"31239";"T001038";"T001040";"PC4303  ";"2019JJ00";"    1005"
"31261";"T001038";"T001040";"PC4305  ";"2019JJ00";"     595"
"31283";"T001038";"T001040";"PC4306  ";"2019JJ00";"    2685"
"31305";"T001038";"T001040";"PC4307  ";"2019JJ00";"    2340"
"31327";"T001038";"T001040";"PC4308  ";"2019JJ00";"     340"
"31349";"T001038";"T001040";"PC4311  ";"2019JJ00";"    3780"
"31371";"T001038";"T001040";"PC4315  ";"2019JJ00";"     980"
"31393";"T001038";"T001040";"PC4316  ";"2019JJ00";"     770"
"31415";"T001038";"T001040";"PC4317  ";"2019JJ00";"     780"
"31437";"T001038";"T001040";"PC4318  ";"2019JJ00";"    1275"
"31459";"T001038";"T001040";"PC4321  ";"2019JJ00";"     980"
"31481";"T001038";"T001040";"PC4322  ";"2019JJ00";"    1270"
"31503";"T001038";"T001040";"PC4323  ";"2019JJ00";"     355"
"31525";"T001038";"T001040";"PC4325  ";"2019JJ00";"    1480"
"31547";"T001038";"T001040";"PC4326  ";"2019JJ00";"     320"
